,userId,rating,movieId
69,zxcv,3.0,168049.0
70,zxcv,2.0,154255.0
71,zxcv,10.0,47411.0
72,zxcv,10.0,158610.0
73,zxcv,2.0,11467.0
74,zxcv,7.0,37050.0
75,zxcv,1.0,167602.0
76,zxcv,8.0,168050.0
77,zxcv,1.0,131388.0
78,zxcv,7.0,136990.0
79,zxcv,6.0,149248.0
80,zxcv,9.0,116234.0
81,zxcv,3.0,164115.0
82,zxcv,10.0,118917.0
83,zxcv,9.0,118950.0
84,zxcv,6.0,153675.0
85,zxcv,1.0,169015.0
86,zxcv,10.0,130943.0
87,zxcv,8.0,168017.0
88,zxcv,10.0,85579.0
89,zxcv,1.0,143214.0
90,zxcv,1.0,144330.0
91,zxcv,8.0,103321.0
92,zxcv,10.0,106360.0
93,zxcv,10.0,151728.0
94,zxcv,1.0,158180.0
95,zxcv,1.0,170427.0
96,zxcv,10.0,122527.0
97,zxcv,10.0,154668.0
98,zxcv,10.0,153652.0
99,zxcv,5.0,118377.0
100,zxcv,1.0,158495.0
101,zxcv,1.0,146316.0
102,zxcv,10.0,156083.0
103,zxcv,8.0,99715.0
104,zxcv,5.0,152385.0
105,zxcv,10.0,40135.0
106,zxcv,6.0,152633.0
107,zxcv,1.0,152625.0
108,zxcv,10.0,17419.0
109,zxcv,10.0,149747.0
110,zxcv,9.0,97629.0
111,zxcv,10.0,38197.0
112,zxcv,2.0,149283.0
113,zxcv,3.0,82473.0
114,zxcv,6.0,143394.0
115,zxcv,10.0,127398.0
116,zxcv,7.0,129049.0
117,zxcv,1.0,125473.0
118,zxcv,8.0,121051.0
119,zxcv,6.0,127397.0
120,zxcv,9.0,149776.0
121,zxcv,1.0,137008.0
122,zxcv,3.0,100691.0
123,zxcv,5.0,113344.0
124,zxcv,9.0,49336.0
125,zxcv,7.0,129383.0
126,zxcv,3.0,115642.0
127,zxcv,10.0,136872.0
128,zxcv,10.0,29044.0
129,zxcv,6.0,87585.0
130,zxcv,3.0,97692.0
131,zxcv,5.0,130849.0
132,zxcv,10.0,130850.0
133,zxcv,5.0,119430.0
134,zxcv,6.0,150198.0
135,zxcv,1.0,74866.0
136,zxcv,8.0,134963.0
137,zxcv,6.0,142803.0
138,zxcv,3.0,137938.0
139,zxcv,1.0,148675.0
140,zxcv,10.0,69105.0
141,zxcv,10.0,10489.0
142,zxcv,6.0,86899.0
143,zxcv,1.0,98149.0
144,zxcv,4.0,94187.0
145,zxcv,1.0,39470.0
146,zxcv,7.0,127364.0
147,zxcv,7.0,92003.0
148,zxcv,10.0,57899.0
149,zxcv,1.0,96014.0
150,zxcv,9.0,54977.0
151,zxcv,2.0,117861.0
152,zxcv,9.0,92064.0
153,zxcv,10.0,18819.0
154,zxcv,10.0,28788.0
155,zxcv,9.0,92011.0
156,zxcv,1.0,96969.0
157,zxcv,10.0,57723.0
158,zxcv,4.0,98430.0
159,zxcv,10.0,41450.0
160,zxcv,1.0,65058.0
161,zxcv,9.0,88461.0
162,zxcv,1.0,89724.0
163,zxcv,1.0,93739.0
164,zxcv,10.0,68587.0
165,zxcv,7.0,76450.0
166,zxcv,1.0,119985.0
167,zxcv,10.0,126389.0
168,zxcv,6.0,37896.0
169,zxcv,10.0,18543.0
170,zxcv,9.0,112268.0
171,zxcv,1.0,100950.0
172,zxcv,10.0,19436.0
173,zxcv,1.0,96986.0
174,zxcv,7.0,92536.0
175,zxcv,9.0,76051.0
176,zxcv,10.0,19509.0
177,zxcv,10.0,33080.0
178,zxcv,1.0,91399.0
179,zxcv,1.0,140895.0
180,zxcv,6.0,76444.0
181,zxcv,9.0,115622.0
182,zxcv,1.0,49004.0
183,zxcv,3.0,102824.0
184,zxcv,6.0,67786.0
185,zxcv,10.0,92823.0
186,zxcv,10.0,114249.0
187,zxcv,10.0,98438.0
188,zxcv,1.0,52541.0
189,zxcv,10.0,83893.0
190,zxcv,8.0,97857.0
191,zxcv,6.0,79425.0
192,zxcv,10.0,100931.0
193,zxcv,10.0,76020.0
194,zxcv,8.0,127338.0
195,zxcv,7.0,98996.0
196,zxcv,7.0,91192.0
197,zxcv,2.0,93158.0
198,zxcv,10.0,100990.0
199,zxcv,1.0,45914.0
200,zxcv,7.0,93933.0
201,zxcv,2.0,62328.0
202,zxcv,9.0,90589.0
203,zxcv,10.0,10262.0
204,zxcv,1.0,67769.0
205,zxcv,10.0,98747.0
206,zxcv,8.0,93756.0
207,zxcv,10.0,72363.0
208,zxcv,8.0,70121.0
209,zxcv,2.0,72357.0
210,zxcv,1.0,101700.0
211,zxcv,10.0,89755.0
212,zxcv,1.0,101611.0
213,zxcv,6.0,78726.0
214,zxcv,1.0,103519.0
215,zxcv,1.0,109912.0
216,zxcv,4.0,71761.0
217,zxcv,10.0,10102.0
218,zxcv,10.0,47528.0
219,zxcv,1.0,92825.0
220,zxcv,9.0,52515.0
221,zxcv,8.0,85640.0
222,zxcv,5.0,92047.0
223,zxcv,6.0,70994.0
224,zxcv,7.0,49228.0
225,zxcv,8.0,64995.0
226,zxcv,4.0,84997.0
227,zxcv,10.0,45945.0
228,zxcv,10.0,51689.0
229,zxcv,7.0,36869.0
230,zxcv,10.0,38582.0
231,zxcv,10.0,33756.0
232,zxcv,6.0,73411.0
233,zxcv,6.0,78070.0
234,zxcv,9.0,32900.0
235,zxcv,8.0,65869.0
236,zxcv,10.0,44715.0
237,zxcv,10.0,76626.0
238,zxcv,10.0,71487.0
239,zxcv,2.0,44477.0
240,zxcv,10.0,25906.0
241,zxcv,7.0,74879.0
242,zxcv,10.0,42842.0
243,zxcv,10.0,13172.0
244,zxcv,8.0,54704.0
245,zxcv,7.0,78218.0
246,zxcv,10.0,45535.0
247,zxcv,5.0,66158.0
248,zxcv,8.0,35070.0
249,zxcv,10.0,13244.0
250,zxcv,6.0,66144.0
251,zxcv,7.0,37236.0
252,zxcv,10.0,24602.0
253,zxcv,10.0,16906.0
254,zxcv,10.0,22126.0
255,zxcv,8.0,34227.0
256,zxcv,10.0,11482.0
257,zxcv,10.0,52524.0
258,zxcv,5.0,53025.0
259,zxcv,1.0,52744.0
260,zxcv,2.0,63202.0
261,zxcv,4.0,50407.0
262,zxcv,10.0,33836.0
263,zxcv,1.0,65649.0
264,zxcv,10.0,40743.0
265,zxcv,4.0,51074.0
266,zxcv,10.0,41599.0
267,zxcv,1.0,48246.0
268,zxcv,3.0,81784.0
269,zxcv,10.0,75470.0
270,zxcv,10.0,24008.0
271,zxcv,10.0,10200.0
272,zxcv,10.0,32686.0
273,zxcv,10.0,52120.0
274,zxcv,6.0,75693.0
275,zxcv,6.0,70241.0
276,zxcv,10.0,52503.0
277,zxcv,10.0,64129.0
278,zxcv,10.0,76347.0
279,zxcv,10.0,18934.0
280,zxcv,3.0,73018.0
281,zxcv,10.0,50598.0
282,zxcv,7.0,52462.0
283,zxcv,9.0,33681.0
284,zxcv,7.0,71499.0
285,zxcv,5.0,51918.0
286,zxcv,10.0,30791.0
287,zxcv,8.0,37245.0
288,zxcv,2.0,30984.0
289,zxcv,10.0,19761.0
290,zxcv,10.0,56083.0
291,zxcv,10.0,39894.0
292,zxcv,10.0,39150.0
293,zxcv,10.0,30302.0
294,zxcv,10.0,31013.0
295,zxcv,1.0,61431.0
296,zxcv,9.0,36484.0
297,zxcv,10.0,17521.0
298,zxcv,7.0,43157.0
299,zxcv,8.0,39484.0
300,zxcv,10.0,36590.0
301,zxcv,1.0,65000.0
302,zxcv,10.0,35624.0
303,zxcv,8.0,75396.0
304,zxcv,6.0,39758.0
305,zxcv,2.0,49725.0
306,zxcv,10.0,31268.0
307,zxcv,9.0,61428.0
308,zxcv,10.0,29712.0
309,zxcv,2.0,79401.0
310,zxcv,3.0,48227.0
311,zxcv,5.0,66487.0
312,zxcv,10.0,33082.0
313,zxcv,8.0,39576.0
314,zxcv,1.0,38662.0
315,zxcv,10.0,38766.0
316,zxcv,9.0,36944.0
317,zxcv,2.0,56469.0
318,zxcv,10.0,30688.0
319,zxcv,10.0,72393.0
320,zxcv,8.0,57278.0
321,zxcv,10.0,11810.0
322,zxcv,4.0,39786.0
323,zxcv,10.0,18682.0
324,zxcv,4.0,51386.0
325,zxcv,10.0,45944.0
326,zxcv,8.0,39524.0
327,zxcv,9.0,39368.0
328,zxcv,10.0,39584.0
329,zxcv,6.0,50098.0
330,zxcv,8.0,18847.0
331,zxcv,10.0,66463.0
332,zxcv,2.0,47531.0
333,zxcv,10.0,52425.0
334,zxcv,10.0,52757.0
335,zxcv,4.0,69958.0
336,zxcv,1.0,69269.0
337,zxcv,10.0,71790.0
338,zxcv,1.0,52999.0
339,zxcv,7.0,31465.0
340,zxcv,1.0,72523.0
341,zxcv,10.0,19110.0
342,zxcv,10.0,45774.0
343,zxcv,10.0,10114.0
344,zxcv,10.0,53149.0
345,zxcv,10.0,65067.0
346,zxcv,10.0,60484.0
347,zxcv,10.0,16172.0
348,zxcv,10.0,66381.0
349,zxcv,10.0,62733.0
350,zxcv,1.0,42589.0
351,zxcv,10.0,68555.0
352,zxcv,1.0,45292.0
353,zxcv,10.0,51510.0
354,zxcv,1.0,58387.0
355,zxcv,10.0,35990.0
356,zxcv,1.0,10962.0
357,zxcv,1.0,39569.0
358,zxcv,10.0,37005.0
359,zxcv,10.0,48742.0
360,zxcv,10.0,62422.0
361,zxcv,1.0,53813.0
362,zxcv,1.0,60166.0
363,zxcv,10.0,10936.0
364,sdh1,9.0,139523.0
365,sdh1,9.0,146548.0
366,sdh1,10.0,159862.0
367,sdh1,10.0,44022.0
368,guan,10.0,161967.0
369,guan,10.0,167651.0
370,guan,8.0,156464.0
371,guan,6.0,171755.0
372,guan,9.0,157297.0
373,kalk,1.0,174065.0
374,kalk,10.0,31159.0
375,kalk,1.0,152344.0
376,kalk,10.0,113353.0
377,kalk,10.0,67769.0
378,kalk,8.0,47531.0
379,kalk,10.0,37397.0
380,kalk,10.0,101901.0
381,xmj0,6.0,177483.0
382,xmj0,1.0,159070.0
383,xmj0,2.0,173653.0
384,xmj0,1.0,158112.0
385,xmj0,6.0,85579.0
386,xmj0,5.0,145162.0
387,xmj0,2.0,154366.0
388,xmj0,8.0,118922.0
389,xmj0,7.0,109753.0
390,xmj0,10.0,99724.0
401,tmfr,10.0,163788.0
402,tmfr,8.0,121788.0
403,glab,10.0,151151.0
404,glab,8.0,170879.0
405,glab,8.0,150689.0
406,thdu,8.0,161967.0
407,thdu,8.0,168298.0
408,thdu,10.0,105939.0
409,thdu,9.0,127382.0
410,0424,10.0,161967.0
411,yoon,6.0,163788.0
412,yoon,8.0,164173.0
413,yoon,10.0,171785.0
414,yoon,10.0,174050.0
415,yoon,1.0,161984.0
416,yoon,8.0,167651.0
417,yoon,10.0,152344.0
418,yoon,2.0,157297.0
419,yoon,10.0,164102.0
420,yoon,10.0,171755.0
421,yoon,10.0,175322.0
422,yoon,2.0,162869.0
423,yoon,6.0,156565.0
424,yoon,9.0,139673.0
425,dudd,8.0,161967.0
426,dudd,10.0,172187.0
427,dudd,10.0,167697.0
428,dudd,10.0,165722.0
429,dudd,10.0,158576.0
430,dudd,10.0,125439.0
431,dudd,8.0,156200.0
432,dudd,10.0,132626.0
433,k2sn,8.0,159845.0
434,k2sn,9.0,47385.0
435,k2sn,9.0,167699.0
436,k2sn,6.0,163826.0
437,k2sn,10.0,35901.0
438,k2sn,9.0,171785.0
439,k2sn,10.0,174050.0
440,k2sn,10.0,136900.0
441,k2sn,6.0,163608.0
442,k2sn,8.0,39801.0
443,k2sn,9.0,83084.0
444,k2sn,9.0,121048.0
445,k2sn,5.0,161984.0
446,k2sn,8.0,167099.0
447,k2sn,10.0,156464.0
448,k2sn,6.0,164172.0
449,k2sn,5.0,159070.0
450,k2sn,8.0,123277.0
451,k2sn,4.0,167651.0
452,k2sn,4.0,164173.0
453,k2sn,3.0,144266.0
454,k2sn,10.0,31788.0
455,k2sn,8.0,149776.0
456,k2sn,7.0,129050.0
457,k2sn,9.0,88426.0
458,k2sn,9.0,151153.0
459,k2sn,6.0,166092.0
460,k2sn,9.0,164101.0
461,k2sn,8.0,164139.0
462,k2sn,4.0,156496.0
463,k2sn,10.0,88669.0
464,k2sn,10.0,50724.0
465,k2sn,8.0,157297.0
466,k2sn,5.0,118307.0
467,k2sn,9.0,164192.0
468,k2sn,9.0,167638.0
469,k2sn,4.0,173884.0
470,k2sn,6.0,171755.0
471,k2sn,8.0,167374.0
472,k2sn,7.0,174835.0
473,k2sn,9.0,31405.0
474,k2sn,9.0,167105.0
475,k2sn,8.0,155356.0
476,k2sn,9.0,168058.0
477,k2sn,2.0,166610.0
478,k2sn,5.0,146421.0
479,k2sn,2.0,171750.0
480,k2sn,2.0,160487.0
481,k2sn,8.0,97693.0
482,k2sn,9.0,168749.0
483,k2sn,5.0,163533.0
484,k2sn,9.0,160721.0
485,k2sn,10.0,136842.0
486,k2sn,10.0,161850.0
487,k2sn,10.0,154136.0
488,k2sn,10.0,122527.0
489,k2sn,8.0,93035.0
490,k2sn,9.0,82389.0
491,k2sn,10.0,68695.0
492,k2sn,10.0,79762.0
493,k2sn,10.0,86533.0
494,kin0,1.0,174065.0
495,kin0,1.0,159845.0
496,kin0,4.0,152344.0
497,kin0,10.0,167697.0
498,kin0,10.0,165461.0
499,zct2,10.0,152625.0
500,zct2,10.0,158191.0
501,zct2,10.0,141104.0
502,zct2,10.0,117787.0
503,zct2,1.0,157297.0
504,zct2,1.0,162981.0
505,zct2,7.0,158112.0
506,zct2,10.0,85579.0
507,zct2,1.0,52503.0
508,zct2,10.0,37397.0
509,zct2,10.0,65902.0
510,zct2,10.0,142305.0
511,zct2,10.0,142822.0
512,zct2,1.0,128273.0
513,zct2,10.0,36720.0
514,zct2,10.0,112268.0
515,zct2,5.0,98149.0
516,zct2,10.0,81322.0
517,zct2,7.0,127768.0
518,zct2,10.0,63722.0
519,zct2,1.0,127338.0
520,zct2,10.0,35619.0
521,zct2,9.0,52747.0
522,zct2,9.0,67769.0
523,zct2,10.0,91192.0
524,zct2,10.0,96961.0
525,zct2,10.0,76709.0
526,wjda,10.0,137327.0
527,wjda,6.0,177371.0
528,wjda,10.0,136900.0
529,wjda,10.0,156464.0
530,wjda,1.0,166092.0
531,wjda,10.0,167105.0
532,wjda,10.0,119428.0
533,wjda,1.0,109906.0
534,wjda,1.0,172003.0
535,wjda,10.0,144330.0
536,wjda,10.0,141668.0
537,wjda,10.0,154285.0
538,wjda,2.0,100691.0
539,wjda,6.0,74866.0
540,wjda,10.0,47152.0
541,wjda,10.0,136315.0
542,wjda,1.0,169347.0
543,wjda,10.0,109960.0
544,wjda,10.0,152249.0
545,wjda,10.0,142822.0
546,wjda,10.0,143394.0
548,wjda,10.0,103535.0
550,wjda,10.0,96327.0
551,wjda,10.0,98146.0
552,wjda,2.0,121048.0
553,wjda,6.0,92575.0
554,lily,8.0,177967.0
555,lily,10.0,100974.0
556,huyr,10.0,164173.0
557,huyr,10.0,167099.0
558,huyr,10.0,78845.0
559,huyr,10.0,103535.0
560,huyr,10.0,88662.0
561,huyr,10.0,69986.0
562,huyr,10.0,67061.0
563,huyr,10.0,57794.0
564,nege,1.0,177483.0
565,nege,1.0,163826.0
566,nege,1.0,180425.0
567,nege,10.0,174626.0
568,nege,8.0,175322.0
569,nege,1.0,124845.0
570,nege,1.0,140718.0
571,nege,5.0,166589.0
572,nege,2.0,122916.0
573,nege,1.0,45290.0
574,nege,1.0,25584.0
575,nege,1.0,89667.0
576,nege,1.0,88253.0
577,nege,1.0,19074.0
578,nege,1.0,10037.0
579,nege,1.0,65963.0
580,nege,3.0,85870.0
581,nege,3.0,52515.0
582,nege,2.0,92181.0
583,nege,7.0,19303.0
584,nege,1.0,51947.0
585,nege,10.0,78784.0
586,nege,4.0,54290.0
587,nege,10.0,52777.0
588,nege,1.0,53781.0
589,nege,1.0,73372.0
590,nege,10.0,65245.0
591,nege,1.0,52553.0
592,nege,1.0,28465.0
593,nege,10.0,38421.0
594,nege,4.0,62586.0
595,nege,6.0,76445.0
596,nege,10.0,65869.0
597,nege,1.0,38618.0
598,nege,1.0,38766.0
599,nege,4.0,76459.0
600,nege,6.0,75337.0
601,nege,3.0,74295.0
602,nege,8.0,41838.0
603,nege,4.0,47531.0
604,nege,7.0,69986.0
605,nege,9.0,75400.0
606,nege,1.0,73344.0
607,nege,2.0,61115.0
608,nege,4.0,70397.0
609,nege,4.0,72408.0
610,nege,1.0,39430.0
611,frie,10.0,161967.0
612,frie,10.0,167638.0
613,frie,6.0,140652.0
614,frie,10.0,146469.0
615,frie,5.0,130903.0
616,frie,6.0,143245.0
617,frie,10.0,100647.0
618,frie,9.0,105521.0
619,frie,7.0,107924.0
620,frie,5.0,103762.0
621,frie,5.0,92575.0
622,frie,10.0,87571.0
623,frie,10.0,73476.0
624,frie,8.0,58018.0
625,frie,10.0,39894.0
626,vanq,10.0,161967.0
627,vanq,10.0,115977.0
628,youn,1.0,152170.0
629,zard,9.0,152170.0
630,zard,10.0,158653.0
631,zard,1.0,127397.0
632,zard,1.0,161331.0
633,zard,1.0,162981.0
634,zard,10.0,160749.0
635,zard,5.0,166610.0
636,zard,10.0,150637.0
637,zard,1.0,100691.0
638,zard,1.0,155411.0
639,zard,1.0,153687.0
640,zard,10.0,170242.0
641,zard,1.0,71713.0
642,zard,1.0,136315.0
643,zard,10.0,155716.0
644,zard,1.0,42792.0
645,zard,1.0,85578.0
646,zard,10.0,154449.0
647,zard,1.0,168298.0
648,zard,1.0,10636.0
649,zard,1.0,144314.0
650,zard,10.0,127383.0
651,zard,1.0,141206.0
652,zard,10.0,46875.0
653,zard,1.0,142384.0
654,zard,5.0,152161.0
655,zard,1.0,106360.0
656,zard,10.0,115240.0
657,zard,10.0,144975.0
658,zard,10.0,25265.0
659,zard,10.0,31476.0
660,zard,10.0,63268.0
661,zard,10.0,38461.0
662,zard,10.0,44025.0
663,zard,10.0,157178.0
664,zard,8.0,139673.0
665,zard,10.0,161242.0
666,zard,1.0,142822.0
667,zard,1.0,120581.0
668,zard,1.0,153652.0
669,zard,1.0,146506.0
670,zard,1.0,113344.0
671,zard,1.0,134977.0
672,zard,10.0,83546.0
673,zard,1.0,156465.0
674,zard,1.0,19051.0
675,zard,1.0,93234.0
676,zard,10.0,145421.0
677,zard,10.0,29208.0
678,zard,10.0,130989.0
679,zard,8.0,133057.0
680,zard,1.0,132610.0
681,zard,1.0,146548.0
682,zard,10.0,92536.0
683,zard,1.0,131384.0
684,zard,1.0,122527.0
685,zard,1.0,70254.0
686,zard,1.0,129406.0
687,zard,1.0,107782.0
688,zard,1.0,134877.0
689,zard,10.0,109957.0
690,zard,1.0,107374.0
691,zard,1.0,62285.0
692,zard,10.0,43208.0
693,zard,1.0,143245.0
694,zard,5.0,130786.0
695,zard,10.0,114265.0
696,zard,1.0,17524.0
697,zard,1.0,100072.0
698,zard,1.0,100647.0
699,zard,1.0,127496.0
700,zard,1.0,78726.0
701,zard,1.0,117790.0
702,zard,10.0,69316.0
703,zard,1.0,31267.0
704,zard,10.0,47385.0
705,zard,10.0,79602.0
706,zard,1.0,39622.0
707,zard,1.0,31801.0
708,zard,1.0,94829.0
709,zard,1.0,31199.0
710,zard,1.0,129049.0
711,zard,5.0,85660.0
712,zard,10.0,117262.0
713,zard,1.0,117281.0
714,zard,10.0,138576.0
715,zard,1.0,10331.0
716,zard,1.0,98485.0
717,zard,1.0,79826.0
718,zard,1.0,51943.0
719,zard,1.0,66283.0
720,zard,1.0,125484.0
721,zard,1.0,92067.0
722,zard,10.0,141418.0
723,zard,1.0,130956.0
724,zard,1.0,129050.0
725,zard,10.0,121117.0
726,zard,10.0,130012.0
727,zard,10.0,38617.0
728,zard,10.0,104467.0
729,zard,10.0,115622.0
730,zard,1.0,130342.0
731,zard,10.0,50681.0
732,zard,10.0,132665.0
733,zard,1.0,138963.0
734,zard,10.0,103535.0
735,zard,1.0,39637.0
736,zard,1.0,114277.0
737,zard,1.0,112041.0
738,zard,1.0,80465.0
739,zard,9.0,49483.0
740,zard,1.0,92533.0
741,zard,1.0,38901.0
742,zard,1.0,120123.0
743,zard,10.0,137347.0
744,zard,1.0,133253.0
745,zard,1.0,115433.0
746,zard,1.0,98438.0
747,zard,10.0,114593.0
748,zard,10.0,11678.0
749,zard,10.0,57897.0
750,zard,1.0,126841.0
751,zard,10.0,86505.0
752,zard,10.0,38091.0
753,zard,1.0,108225.0
754,zard,1.0,123277.0
755,zard,1.0,24280.0
756,zard,5.0,93008.0
757,zard,1.0,127858.0
758,zard,10.0,100303.0
759,zard,1.0,92069.0
760,zard,1.0,52515.0
761,zard,10.0,35939.0
762,zard,10.0,125833.0
763,zard,10.0,113165.0
764,zard,10.0,118395.0
765,zard,1.0,60484.0
766,zard,10.0,91566.0
767,zard,1.0,109911.0
768,zard,1.0,123596.0
769,zard,1.0,119966.0
770,zard,10.0,122009.0
771,zard,10.0,94170.0
772,zard,10.0,79312.0
773,zard,10.0,52234.0
774,zard,1.0,65669.0
775,zard,1.0,76794.0
776,zard,10.0,45475.0
777,zard,1.0,112268.0
778,zard,1.0,74027.0
779,zard,10.0,36484.0
780,zard,10.0,53148.0
781,zard,10.0,76626.0
782,zard,1.0,109984.0
783,zard,1.0,118974.0
784,zard,1.0,107961.0
785,zard,1.0,106547.0
786,zard,1.0,120102.0
787,zard,1.0,93793.0
788,zard,10.0,85702.0
789,zard,10.0,18610.0
790,zard,1.0,102279.0
791,zard,1.0,69990.0
792,zard,1.0,43568.0
793,zard,1.0,82080.0
794,zard,1.0,69040.0
795,zard,1.0,117774.0
796,zard,1.0,92011.0
797,zard,10.0,87232.0
798,zard,10.0,113353.0
799,zard,10.0,68204.0
800,zard,1.0,102875.0
801,zard,10.0,42867.0
802,zard,1.0,10048.0
803,zard,10.0,36343.0
804,zard,5.0,89361.0
805,zard,1.0,39640.0
806,zard,1.0,98430.0
807,zard,10.0,76691.0
808,zard,1.0,107928.0
809,zard,1.0,45290.0
810,zard,1.0,100828.0
811,zard,5.0,93752.0
812,zard,10.0,64129.0
813,zard,1.0,115534.0
814,zard,1.0,116532.0
815,zard,10.0,67090.0
816,zard,7.0,90901.0
817,zard,7.0,99794.0
818,zard,1.0,62249.0
819,zard,9.0,103709.0
820,zard,3.0,88258.0
821,zard,10.0,91955.0
822,zard,1.0,37354.0
823,zard,1.0,83214.0
824,zard,10.0,39576.0
825,zard,1.0,71761.0
826,zard,1.0,93756.0
827,zard,1.0,69855.0
828,zard,10.0,99752.0
829,zard,1.0,78673.0
830,zard,10.0,44111.0
831,zard,1.0,100801.0
832,zard,1.0,50724.0
833,zard,1.0,98146.0
834,zard,1.0,83084.0
835,zard,1.0,51689.0
836,zard,10.0,76355.0
837,zard,1.0,118652.0
838,zard,10.0,40033.0
839,zard,10.0,49479.0
840,zard,1.0,74449.0
841,zard,1.0,96959.0
842,zard,1.0,98417.0
843,zard,1.0,47370.0
844,zard,2.0,92575.0
845,zard,1.0,70007.0
846,zard,1.0,39614.0
847,zard,1.0,88237.0
848,zard,1.0,99632.0
849,zard,1.0,88270.0
850,zard,5.0,93728.0
851,zard,1.0,103704.0
852,zard,10.0,34532.0
853,zard,10.0,38689.0
854,zard,10.0,37974.0
855,zard,10.0,27624.0
856,zard,10.0,38699.0
857,zard,1.0,62894.0
858,zard,10.0,38464.0
859,zard,10.0,89606.0
860,zard,1.0,85640.0
861,zard,10.0,94775.0
862,zard,9.0,40031.0
863,zard,9.0,72058.0
864,zard,1.0,89615.0
865,zard,1.0,53149.0
866,zard,10.0,52013.0
867,zard,10.0,51282.0
868,zard,1.0,89873.0
869,zard,10.0,88669.0
870,zard,10.0,62233.0
871,zard,1.0,72560.0
872,zard,10.0,25580.0
873,zard,1.0,66158.0
874,zard,10.0,24668.0
875,zard,1.0,75395.0
876,zard,10.0,29548.0
877,zard,10.0,88426.0
878,zard,10.0,34226.0
879,zard,10.0,38449.0
880,zard,1.0,54411.0
881,zard,10.0,55405.0
882,zard,1.0,68435.0
883,zard,10.0,74315.0
884,zard,10.0,87571.0
885,zard,9.0,68695.0
886,zard,10.0,69986.0
887,zard,1.0,71628.0
888,zard,10.0,36931.0
889,zard,6.0,68498.0
890,zard,10.0,31159.0
891,zard,10.0,37245.0
892,zard,10.0,28796.0
893,zard,10.0,13314.0
894,zard,10.0,55036.0
895,zard,1.0,52074.0
896,zard,10.0,69951.0
897,zard,7.0,22061.0
898,zard,10.0,11361.0
899,zard,1.0,72960.0
900,zard,10.0,68555.0
901,zard,10.0,25917.0
902,zard,8.0,53037.0
903,zard,10.0,65435.0
904,zard,10.0,63513.0
905,hane,10.0,163788.0
906,hane,10.0,99714.0
907,lse0,10.0,174065.0
908,scw6,10.0,47701.0
909,scw6,10.0,142822.0
910,scw6,10.0,124041.0
911,scw6,1.0,102431.0
912,scw6,10.0,45290.0
913,scw6,10.0,93028.0
914,mac2,8.0,161967.0
915,h471,10.0,161967.0
916,h471,2.0,174065.0
917,taix,10.0,161967.0
918,taix,10.0,163608.0
919,taix,10.0,167638.0
920,taix,10.0,167105.0
921,taix,6.0,132996.0
922,taix,10.0,140652.0
923,taix,10.0,169015.0
924,taix,10.0,154285.0
925,taix,10.0,136315.0
926,taix,10.0,141206.0
927,taix,10.0,155665.0
928,taix,10.0,85579.0
929,taix,10.0,158180.0
930,taix,10.0,153651.0
931,taix,10.0,165748.0
932,taix,10.0,158112.0
933,taix,10.0,140695.0
934,taix,10.0,44913.0
935,taix,10.0,137952.0
936,taix,10.0,141104.0
937,taix,10.0,126032.0
938,jhl5,4.0,161967.0
939,jhl5,10.0,152266.0
